index,file,family,top50,top100
783,3ffd733a6d2cbfbe2da58c83857ef4ed,zegost,True,True
784,4017a4b536fe6540bfe3980136543bb6,azorult,True,True
785,40345b441e5f547a364483f9cbaee208,azorult,True,True
786,4042c27f082f48e253be66528938640c,jimmy,False,True
787,404eb3f7554392e85e56aed414db8455,xagent,True,True
788,405919719c276180cd500247eb726608,guloader,False,False
789,405f7c36394aa23d3fc1bea47b72a4cf,globeimposter,False,False
790,4075989583f27f12d8807987cd11817d,nanolocker,False,True
791,4076ddaf9555031b336b09ebab402b95,queenofhearts,False,False
792,408a97ac8fb82398187ffe6d4c5937d7,shione,False,False
793,409848dabfd110f4d373dd0a97ff708e,xagent,True,True
794,40e698f961eb796728a57ddf81f52b9a,vivaciousgift,False,False
795,40eeeb88ec64c5fea4fbd7db5d1653d7,redaman,True,True
796,40faaeeb6a5b7ee3c69175d27c8936c0,vidar,False,False
797,412568f078ec521bdba6ae14b9f36823,medusalocker,True,True
798,4142a59be1f59dbd8e1be832df893d08,princesslocker,False,False
799,4190df2af81ece296c465e245fc0caea,dmalocker,False,False
800,4194162fe30a3dca6d8568e72c71ed2d,melcoz,False,False
801,41945bf2ba18be4551c3f9fe6bdf2c4c,flawedammyy,True,True
802,41ace30cf4b06483abf0ea13054a7437,emotet,True,True
803,41cc3eb12a41e5b2e74034abed86bf22,sagerunex,True,True
804,41f89465ed7c4b8fa39d58a99e2eea5d,mgbot,False,False
805,4202c9e8835552cd64f6a978fdf6baab,nanocore,False,True
806,4265f6e8cc545b925912867ec8af2f11,xagent,True,True
807,42682d4a78fe5c2eda988185a344637d,hoplight,True,True
808,427105821263afeeccca05b43ea8dac4,egregor,True,True
809,4287e15af6191f5cab1c92ff7be8dcc3,wannacry,True,True
810,4288d4d3289010f7620c11a3dfeadb59,krakencryptor,False,False
811,42931c82ddf8d1070f70534a9e7522ad,xmrig,False,True
812,4293f5b9957dc9e61247e6e1149e4c0f,medusalocker,True,True
813,4297543f5744a0d90a1e5504fc807927,trik,True,True
814,42aaa953a06706c56f64cb9f6d270677,gozi,False,True
815,43049c582db85b94feed9afa7419d78c,samsa,True,True
816,4311bd60766ba208b0a7a26ce251e349,dreambot,True,True
817,432af428b011a488d0f2f62efe195bd4,xddown,False,False
818,43445fbe21cf3512724646a284d3e5d7,egregor,True,True
819,436bd45652b44078d6775ee9851f2129,attor,False,False
820,4384c701308a9d3aa92f49615ec74b2d,cannon,False,True
821,438e0858073609ea8ea00c9e39d76f19,cannibalrat,False,False
822,4394536e9a53b94a2634c68043e76ef8,quantloader,False,False
823,43a070f0eeeb16450e3275855759e140,crat,True,True
824,43c1639156d450ee25958435121ee36e,gandcrab,True,True
825,43d9ecedd9e0b3d8ba954ff028756d2c,emotet,True,True
826,43e024a60f462b523b95fbfb748504bc,sage,False,True
827,43e9190f8f18e52dc361f775cc02b2ce,locky,True,True
828,441fe88e84ada68bd39df614b45db90f,nymaim,False,True
829,4430756d1ec6876f48d741651e54d0bc,arkei,False,False
830,443831a3057e9a62455d4bd3c7e04144,jimmy,False,True
831,443bfc65ca9814fa981f1f060fcdef80,dyre,False,False
832,4459133ae1d27325db76fa2891230dfe,icedid,True,True
833,4483e012c306103fd6bd3b6c2cec2812,vermin,False,False
834,44a408386b983583caeb0590433be07b,magala,False,True
835,44b21af75880af21bad9fda1dd953815,maze,True,True
836,44bdb0c94817d43c6d0da18feb583441,cerber,False,True
837,44d1e0dbc4bb4a5907bfd72e0c991b1b,sdbbot,False,False
838,44db769fb1f29a32d5c1998e29b4b7c4,bezigate,False,False
839,44fe2541cd5a140f78b7dac8e572a58c,emdivi,False,False
840,4523ccfd191dcceeae8e884f82f5c7ad,lechiffre,False,False
841,4530ae1c3d786edcbfac0244b4954c32,dridex,False,True
842,4536297338323c00783fdceabf8d36bf,medusalocker,True,True
843,454925b6e2318444db9dc82119831fa2,konni,False,False
844,456483c84382d3d50c13b7dbcbd5aac2,icedid,True,True
845,45898f41cf503d594a008038281b0d48,ryuk,True,True
846,45c0b59f31da310078a029eb2e58a02d,ploutus,False,True
847,45c39c5cf35ec57e564a99ec3f99e40b,ryuk,True,True
848,45d1d13a30b0df3928a4d7994dda7e98,loda,True,True
849,45e00aaaae849370a8918f1e7b01732e,azorult,True,True
850,45fbb5457f12d2be64ada4ae50091fc1,remcos,False,True
851,46234ad73c6d2c1a24cd9eabee1c718e,artradownloader,True,True
852,462c053bc3ee9bef4673f105513d723e,prometei,True,True
853,4649242e3fffe106433236ac916de7d4,icedid,True,True
854,467fdf5516cf4425707c5e34c9922285,deprimon,False,False
855,46864cfa31f0ca981e87a3fd9a94ab99,redaman,True,True
856,46b3c12b44f587ae25d6f38d2a8c4e0f,kbot,False,False
857,46b98ee908d08f15137e509e5e69db1b,maze,True,True
858,46bfd4f1d581d7c0121d2b19a005d3df,satana,False,False
859,46c44de81891ec1696e9144d6bcb7cc4,arkei,False,False
860,46d140a0eb13582852b5f778bb20cf0e,wannacry,True,True
861,46d6a3ad1fe0016b4f252894ca340a45,crat,True,True
862,46de4d507f54e65f5e3f10b470cb2109,xddown,False,False
863,46e8a961f876b2ef8b9d0d392fac5119,icedid,True,True
864,46e96df14e74915e86a22516d4c111be,icedid,True,True
865,47161360b84388d1c254eb68ad3d6dfa,quasar,True,True
866,473806dd6aef447465fb925629f4afb0,icedid,True,True
867,4759a957f22ace11e5ddc324c45ad231,trickbot,True,True
868,4762b90c0305a2681ce42b9d05b9e741,jimmy,False,True
869,477222b7012c757cda31db25f6da988a,gozi,False,True
870,47b65959e53c1afaf4f04f2ca56dcfde,krakencryptor,False,False
871,47bd2478feb9cb0c08f7e716c94cc8c8,goznym,False,True
872,47c5782560d2fe3b80e0596f3fba84d3,mokes,False,False
873,47cfac75d2158bf513bcd1ed5e3dd58c,ratvermin,True,True
874,47d222dd2ac5741433451c8acaac75bd,medusalocker,True,True
875,47ebe9f8f5f73f07d456ec12bb49c75d,ekans,False,False
876,47f19afe59e40eb2882c3dc755a0b283,ursnif,True,True
877,47ff1d275bd63bb2e0b4820b121485c3,zerot,True,True
878,4800f1aed32b3a776a8362651d8fc560,ovidiy,False,True
879,48154cd72888bef006ba7a452d06f9b6,icedid,True,True
880,4835a5b8e63d3240776e66d4d0c13473,cyst,False,False
881,483debd567d37a4e78c20e88d2c2c0ee,7ev3n,False,True
882,4851e63304b03dc8e941840186c11679,samsa,True,True
883,485b8df228c84fa8db0045f06701509a,wali,False,True
884,48692beb88058652115b5c447cd28589,treasurehunt,False,True
885,48884f70c543b33fa9eacb079c28eae0,icedid,True,True
886,488acf3e6ba215edef77fd900e6eb33b,ploutus,False,True
887,48afd0f7eae542d4653841528b793457,globeimposter,False,False
888,48e4daf494e4fa2577d8fa94b7b89e35,cryptowall,False,True
889,48e6714a486b67d237b07a7cf586b765,discordiaminer,False,True
890,48ea8d407cc395190fd812e02aa12346,dyre,False,False
891,48f1200a88db21ca4a16dc908024f0f9,azorult,True,True
892,4927f9f83a6201bcfc8511bb5c53d541,andromeda,True,True
893,49597b269fdf37faaa0962efc838aac7,leash,False,False
894,4974c5e3f755f6350e049af49c22f723,pipemon,False,False
895,497b3103f7c3a2a604817896d8dd7532,nazar,False,False
896,4984d9af56c39a161b627e019ed2604d,medusalocker,True,True
897,4984e9e1a5d595c079cc490a22d67490,starloader,False,False
898,4993b61da1c6bf11688469083fa93c0c,trickbot,True,True
899,499cb94379800bc9c9d45dc324d10fb3,magniber,False,False
900,49a6fb8ee6a08459a404b27f9e2b868b,egregor,True,True
901,49d218a1a09ba212e187dc2de923ba62,phorpiex,True,True
902,49d9d587a88074016a2042bdb42b9441,nibiru,False,False
903,49eb4afe5b817ed56eacf504c80106d1,gandcrab,True,True
904,49f793ba0fd72a5870cf7393c406e7c6,loda,True,True
905,49fd4020bf4d7bd23956ea892e6860e9,proteus,False,False
906,4a22dbd324ed792dcae63ec3712af358,pclocker,False,False
907,4a2772c4700e296e2bbaf2817bf86540,azorult,True,True
908,4a49135d2ecc07085a8b7c5925a36c0a,finspy,False,False
909,4a49a5358e6841ba625956fac62483ca,zerot,True,True
910,4a4a6d26e6c8a7df0779b00a42240e7b,spora,False,False
911,4a57023e70a8a2fe58e8c8a6393f11ae,reactorbot,False,False
912,4a717b657ea475197d967008c7db8353,peppyrat,True,True
913,4a7599b6591fcd643bd435e53b5850b8,7ev3n,False,True
914,4aa199c19c28cd1d176b7f6ff59bd713,zloader,False,False
915,4abb9a2b65ecd19b952e7b5ea0c2a854,zerot,True,True
916,4ac8d16ff796e825625ad1861546e2e8,xtunnel,False,True
917,4aca8298c6068a5765740d5aca870422,xddown,False,False
918,4ad36e16bc438ddda1cbdbf452d79fe9,catchamas,False,False
919,4ada3fabb0e2cd0c90b16ec79e8147d8,flokibot,True,True
920,4ae1716abd362ea12f5e93c9d7010d68,varenyky,True,True
921,4b0481a591c87e8542e2089396a10d3c,andromeda,True,True
922,4b0dfc238424fcfefa1bb5c6f8667502,lokibot,False,True
923,4b0f3f8ac10c3640647a4c6ab360de68,dreambot,True,True
924,4b32521cc8a8c050fbc55b3f9d05c84d,carbanak,True,True
925,4b38a2387e5afd75891d8124fab8dec8,ranscam,False,False
926,4b3dac0a4f452b07d29f26b119180bd2,carbanak,True,True
927,4b4c98ac8f04680f7c529956cfe8519b,sodin,False,False
928,4b585be700825e0e4fbfa2d23f4e1306,crimson,False,True
929,4b62d72b0b099469a1e4135ce1451231,gandcrab,True,True
930,4b9054475ff9aa15be35b42264715354,flawedgrace,False,False
931,4b984851567f9b9a3c3d67669e3ccbc0,azorult,True,True
932,4baa57a08c90b78d16c634c22385a748,locky,True,True
933,4bbd5869aa39f144faddad85b5eeca12,queenofhearts,False,False
934,4bc1811f05c6cac676dd43cec1f5ae31,mrwhite,False,False
935,4bdab54848d8fcb10aa9daba62459334,samsa,True,True
936,4bdd67ff852c221112337fecd0681eac,suceful,False,False
937,4be3e3d4f95155b76ad15ba631809c78,predator,False,True
938,4bf178f778255b6e72a317c2eb8f4103,remexi,False,False
939,4c36c3533a283e1aa199f80e20d264b9,egregor,True,True
940,4c8f1387c2fb279aa189e8a394834f8c,ursnif,True,True
941,4c8fa3731efd2c5097e903d50079a44d,olympicdestroyer,True,True
942,4c8fb28a68168430fd447ba1b92f4f42,samsa,True,True
943,4c9584e61aa5d38dce6ba87d55442292,clop,True,True
944,4ca68f9575c366e4156429aa51edec98,phorpiex,True,True
945,4cb6ca447c130554ff16787a56a1e278,lurk,False,False
946,4cbfd989a44cf8f1a0025bbd07069d19,artradownloader,True,True
947,4cde40987497b102a03b8b7d978f549c,icedid,True,True
948,4cf5a1145ee873652512275ef6cff93c,cutlet,False,False
949,4cfc5733e303df551a4d18e13c632a0b,netwire,False,True
950,4d1a5d9be9ef74a4548f692d1944841f,spark,True,True
951,4d2ee532a6d5abf2a9a8125f8d05d16b,sagerunex,True,True
952,4d49e578d359185324acda70a2880dd5,nanocore,False,True
953,4d6f43e9c2a48e258a2102e9b49d56d6,7ev3n,False,True
954,4d7471711185364b8d9c8a19bc6ff3d8,advisorsbot,False,False
955,4d76429a01b38e640e4199adfec72c89,redaman,True,True
956,4d7e67ed02713c789336f8804231b1ca,bandook,False,True
957,4d9f5048e225e8b4dd5feb8ec489e483,moker,False,False
958,4dadb61081f7c8bce33510b0a812db17,skimerwc,False,False
959,4db70ae71452647e87380786e065f31e,neutrinopos,True,True
960,4dc99280459292ef60d6d01ed8ece312,driftpin,False,False
961,4e2c2e82f076ad0b5d1f257706a5d579,kingofhearts,False,False
962,4e2d8ca775d0214e2532acd778b91424,gh0st,False,False
963,4e2f667ec58b0bf00294bde765fc5f55,artradownloader,True,True
964,4e4fa0b8c73889e9aa028c8fd7d7b3a5,magala,False,True
965,4e5088b743794c5649c5709dc8ce9df6,indigodrop,True,True
966,4e6dc692951ae7cdb3cd2f26d1956ba1,spark,True,True
967,4e79b826ae4ec544481784ef77e05de4,discordiaminer,False,True
968,4e8a97f782fc6ca21374d7c7e9eeb941,zegost,True,True
969,4e8c61a21d2b91d1ec1404b5857b1663,konni,False,False
970,4e9100796e18f6a73e577a63de24b62e,portreuse,False,False
971,4ea54ac8a44ea1ba4df5b7c1c545b3c8,mole,False,False
972,4eda75dfd4d12eda6a6219423b5972bd,carbanak,True,True
973,4ef5a04a56004aa93167f31296ccacf7,discordiaminer,False,True
974,4f421653b3c57f54933ca66d94a51608,ranscam,False,False
975,4f43f03783f9789f804dcf9b9474fa6d,olympicdestroyer,True,True
976,4fef5e34143e646dbf9907c4374276f5,wannacry,True,True
977,5036448ed1a00bde4b38ab99a86aa6dc,ketrican,False,True
978,5036efe2305724ec010eb09cdf27029f,teslacrypt,False,False
979,503d68603a918092ce9ad2deeeedea2f,rapidransomware,False,False
980,5075e3a2ac31a24a7e702a9c874f6282,icedid,True,True
981,507bb551bd7073f846760d8b357b7aa9,wellmess,False,False
982,507f816268a4a65859093a3d7dec2820,nanocore,False,True
983,5082d0aa65682436a9ac08557bff514f,indigodrop,True,True
984,50870e4e3bcbc0eb02dded2f20a03cb2,dreambot,True,True
985,509c41ec97bb81b0567b059aa2f50fe8,wannacry,True,True
986,50b1f0391995a0ce5c2d937e880b93ee,quasar,True,True
987,50bd2fc1178074839ece07c68a2dd8f0,arkei,False,False
988,50e3e65b1c764328c3fe4a98a63c6dde,zeuspanda,False,False
989,50e52dbf0e78fcddbc42657ed0661a3e,cryptoshuffler,False,True
990,50fb09d53c856dcd0782e1470eaeae35,tonedeaf,False,False
991,51040a8c83eaa08dda1d38ee66c455c9,flawedammyy,True,True
992,511bcd411ec79c6ca555670e98709e46,peppyrat,True,True
993,51478a02a1ebd667dc59f5a80938994d,kovter,False,False
994,514f85ebb05cad9e004eee89dde2ed07,felismus,False,False
995,51545abcf4f196095ed102b0d08dea7e,olympicdestroyer,True,True
996,5182e7a2037717f2f9bbf6ba298c48fb,copperhedge,True,True
997,51960de3286cf12fc93374cc8b87dd90,trik,True,True
998,520ee511034717f5499fb66f9c0b76a5,egregor,True,True
999,52573acc4038843bfd89f5aa1b16cf49,valak,True,True
1000,527290686ec5515f248d4d20c3bb29df,locky,True,True
1001,529e05b82bacb2ca34ac6995c7304748,formbook,False,False
1002,52b053886cc0ca44df86cba91de968fa,zeuspanda,False,False
1003,52d9eea9d910d465012d9c34e0a5d2dd,bazarloader,True,True
1004,52f94100ca96026df037a8e280815c7d,reactorbot,False,False
1005,52fe50c0c7d3c19eaf9b6c4a8b49100e,icedid,True,True
1006,530606b66bcd5a776f2cdecb34ee0fd1,dnspionage,False,False
1007,531d2da022102ac115c960ca64aed17a,astaroth,False,True
1008,533fc5d5a9d7c0e06de13af3af0662ba,deloader,False,False
1009,534b2aa8d65bdc16cd6ad6a36f11d13b,artradownloader,True,True
1010,53500cb8220a9e8d05fba5746eaec459,varenyky,True,True
1011,5363e5cc28687b7dd71f1e257eab2d5d,sedreco,False,False
1012,537e39c04999e1b2a6329ea6027c7ea7,baldr,False,False
1013,5384f752e3a2b59fad9d0f143ce0215a,cryptowall,False,True
1014,539b092c176183edca6a69421b62bce8,discordiaminer,False,True
1015,53aff010e2eb70a7afbe661b1c25a216,winpot,False,True
1016,53b7bdd75776f342bf5f5395d4c46520,bandook,False,True
1017,53c557a8bac43f47f0dee30fffe88673,neutrinopos,True,True
1018,53c9924df26b5043f91352f59a9ffe9f,egregor,True,True
1019,53cb3f1e57fbd596463d164d1ca79a14,phorpiex,True,True
1020,53e90aa474039b0731e44423bc628ce7,crat,True,True
1021,53f63396887d528266b53fc753e132a4,icedid,True,True
1022,540e4a7a28ca1514e53c2564993d8d87,seduploader,True,True
1023,54217c1ea3e1d4d3dc024fc740a47757,xpan,False,False
1024,5442e59ae935ac2e9fa3318ff15121fd,reactorbot,False,False
1025,5446f46d89124462ae7aca4fce420423,shamoon,True,True
1026,5460ac43725997798bab3eb6474d391f,cowersnail,False,False
1027,5468137378656f6525ef86b79ab48012,lodarat,False,False
1028,5469efc9d847d3ff2a06635e379c358f,azorult,True,True
1029,5480488e9f961e1cb1020fa48db5d038,njrat,False,True
1030,548f6b23799f9265c01feefc6d86a5d3,shamoon,True,True
1031,54902e33dd6d642bc5530de33b19e43c,comrat,False,False
1032,54ad403349831b175a98a429f818f02a,bandook,False,True
1033,54c9a5fc6149007e9b727fcccdafbbd4,maze,True,True
1034,54d5abe8e762d3c3fe347f79e115624f,prometei,True,True
1035,54e2b1213770c069a2d0a1c70f4f01f3,indigodrop,True,True
1036,54e6e98e527f1befb5b530b571ecbd43,fareit,False,False
1037,550ed5aef772bdb0e280b1c283ac5f9f,darkcomet,False,False
1038,552b50ff309fddb1b3d8a7c7f2268546,trickbot,True,True
1039,55344011c4ecd81be4ad18b091b8028c,lodarat,False,False
1040,555051b46fe667131d5e873e2e59f1b1,samsa,True,True
1041,557ff68798c71652db8a85596a4bab72,poisonplug,False,True
1042,558ca7fa8ed632fa4f8c69e32888af0f,wali,False,True
1043,55dbe2ab45cab9df3378888163c4adc9,asyncrat,False,False
1044,55fbefb7676ce4f8796779e8983592ab,valak,True,True
1045,56114450ae1314f753a2fbe47ee9da15,rapidransomware,False,False
1046,5649e7a200df2fb85ad1fb5a723bef22,flokibot,True,True
1047,56a6ffe6a02941028cc8235204eef31d,egregor,True,True
1048,56abafa43027c3abd0513dbc41f1a84d,icedid,True,True
1049,56ae0c111b51f2f4818c8244e19810d3,loda,True,True
1050,56ceb6d0011d87b6e4d7023d7ef85676,supernova,False,False
1051,56e011137b9678f1fcc54f9372198bae,seduploader,True,True
1052,56f5088f488e50999ee6cced1f5dd6aa,fallchill,False,True
1053,57063db0c5e76624b7f947759d396596,jolob,False,False
1054,572fea5f025df78f2d316216fbeee52e,wastedlocker,False,True
1055,5733afe71bd0a32328d6ed9978260fa4,karkoff,False,False
1056,573ff02981a5c70ae6b2594b45aa7caa,azorult,True,True
1057,57695c832009ec3ef5894f0f1a5e8bdd,astaroth,False,True
1058,5774f35d180c0702741a46d98190ff37,maze,True,True
1059,5778d8ff5156de1f63361bd530e0404d,olympicdestroyer,True,True
1060,577efe37855718785449256798a79643,ryuk,True,True
1061,57944ba9a7ebdd2ced0f53779582ea73,nymaim,False,True
1062,579b88cfd43c4628855920abc120bcde,sagerunex,True,True
1063,57b284b25e0c5397c58aa6742e8dd855,nanocore,False,True
1064,57b34d5c81174d19f60f5361c9226516,cryptowall,False,True
1065,57cc08213ab8b6d4a538e4568d00a123,xagent,True,True
1066,57ec02f5544861c1327c9207741cd894,icedid,True,True
1067,5803cab0bec92f21d3c3d22f7920eca0,latentbot,False,True
1068,58198a2ebac604399c3e930207df47f1,phorpiex,True,True
1069,58364c11e1779be4fca525dee4907e85,redaman,True,True
1070,5839c1247b0b9db5a064e93f390dfd77,sage,False,True
1071,583f05b4f1724ed2ebfd06dd29064214,olympicdestroyer,True,True
1072,586006baf99ecdb0d809cd30f1035c3d,emotet,True,True
1073,586554bb5df08e8cabf54113d76b38e4,phorpiex,True,True
1074,5872397f7642713aee4a5b75cbb6e498,prometei,True,True
1075,588d89d69cdc614004f8a9895c868498,poisonivy,False,False
1076,5896680d2876e129d0187f90af9554d8,reactorbot,False,False
1077,58a11a79f5a745c45d7b451373535950,sagerunex,True,True
1078,58b8d65e848176eb583a88e8d48f413e,anchor,False,False
1079,58ca9243d35e529499dd17d27642b419,xagent,True,True
1080,58dd6099f8df7e5509cee3cb279d74d5,olympicdestroyer,True,True
1081,58f98bf643ce58be13d9daaf51b055a1,tyupkin,False,False
1082,58fe8db0f7ae505346f6e4687d0ae233,usbculprit,False,False
1083,58ffddb4b62cc757a99d35174a3d084e,wastedlocker,False,True
1084,591e007d7d04b30e3d81ef4d872b35e3,zerot,True,True
1085,5921f858632666adb6d1fd1724ca5fe8,foudre,False,False
1086,59287133730f114570cce0d6b2bfec47,skimer,False,True
1087,5933c9c8483252be0bffd8a3bfb4dcc6,icedid,True,True
1088,59545d3dcf49e230f419583779b705e6,sagerunex,True,True
1089,595473d6bbeec774a4a4372b7502964b,godzilla,False,False
1090,596ebe227dcd03863e0a740b6c605924,anatova,False,False
1091,597651cdaac3b4b44fc96a1484cf9f08,datper,False,True
1092,5986394d7695f70925a67a8f6cfbc776,sage,False,True
1093,59891d3679de1d7d295353e454d579a3,cotxrat,False,False
1094,5998641f454f82b738977aa8b3d1d283,peppyrat,True,True
1095,5998ef679682878e68d5ac4a1733fac5,oopsie,False,False
1096,59a063ea31d657a74675946d5ff64614,try2cry,False,True
1097,59b569b8875fd3847ae0308af85e3440,dridex,False,True
1098,59c3f3f99f44029de81293b1e7c37ed2,olympicdestroyer,True,True
1099,59cc8fc8984bcda72cc4e6f9003053cd,locky,True,True
1100,59ceada6218d87ed00fee4d025ae58c7,ursnif,True,True
1101,59d0d27360c9534d55596891049eb3ef,turnedup,True,True
1102,59e646ceefe96d1cbfab7050d59b9850,indigodrop,True,True
1103,59e7ca1e9b80b03f6116e2f59bca4de6,balkandoor,False,False
1104,5a0e3a6e3106e754381bd1cc3295c97f,rokku,False,False
1105,5a13432e4f3e8afa4773662c3df457fd,crimson,False,True
1106,5a24f781a4b877795a33930b2589ecc0,qbot,True,True
1107,5a2ea6a1d12dcbeb840f5070c7f1e2f8,cerber,False,True
1108,5a3675ebb6a560a25c6583cae847a41e,ismagent,False,False
1109,5a45366da2a8023464d7ea09fd80ba9f,odinaff,False,False
1110,5a9bd3d7f1534431a396a033d16ca496,jigsaw,False,False
1111,5ac169f5fc8ac194947a5937b9612d8d,xmrig,False,True
1112,5ac93850e24e7f0be3831f1a7c463e9c,trickbot,True,True
1113,5acb419fdd77bb84cbd26e0c72ef86e2,icedid,True,True
1114,5acbeb7ddacbf7297fe25ef02f215038,7ev3n,False,True
1115,5acdcad5aec8f1f548acc6cc4da8059d,spark,True,True
1116,5ad7d35f0617595f26d565a3b7ebc6d0,fallchill,False,True
1117,5af1f92832378772a7e3b07a0cad4fc5,ploutus,False,True
1118,5af409fe584bed2f8b847bb9d2eca34f,ryuk,True,True
1119,5b03784620586f3190146ead20e26770,darktequila,False,False
1120,5b046452db5836deb47e359b4462ee16,phorpiex,True,True
1121,5b0c5ecd158299b3c944450886d2f949,valak,True,True
1122,5b26880f80a00397bc379caf5cadc564,azorult,True,True
1123,5b271620663c1a48ac986d412478b5d2,7ev3n,False,True
1124,5b2d58b4104309ee9c93b455d39c7314,emotet,True,True
1125,5b5060ebb405140f87a1bb65e06c9e29,quasar,True,True
1126,5b7c466ce24ef6359c0006af70d9e4fa,7ev3n,False,True
1127,5b8a3c1ae667e4719e431d26da24a336,goznym,False,True
1128,5b9ee071922cd3aba060a4979a403e0f,medusalocker,True,True
1129,5ba785aeb20218ec89175f8aaf2e5809,ratvermin,True,True
1130,5bb7d85f7a5f1d2b01efabe5635e2992,cryptfile2,False,False
1131,5be009d5a07669335e120c35e3c860d4,loda,True,True
1132,5bef35496fcbdbe841c82f4d1ab8b7c2,wannacry,True,True
1133,5c0c1b4c3b1cfd455ac05ace994aed4b,hoplight,True,True
1134,5c17496674a49f7ebaa44c5b33d32ae4,phorpiex,True,True
1135,5c3499acfe0ad7563b367fbf7fb2928c,kwampirs,False,False
1136,5c36e8d5beee7fbc0377db59071b9980,plugx,False,False
1137,5c3898ac7670da30cf0b22075f3e8ed6,hoplight,True,True
1138,5c5d3958e388a4be0da0e10ca5af8df3,icedid,True,True
1139,5c62386a10dd78919b6f772229404a5d,azorult,True,True
1140,5c65a364b948f51e0bb2f89547f97874,indigodrop,True,True
1141,5c79b524fb8d9bb4e9a3d79fe543c011,phorpiex,True,True
1142,5c79eab9b160e423f32e52fc3477e0ab,locky,True,True
1143,5c7c7057346890d131a7c9ed563dc56d,sage,False,True
1144,5c7c894a1ccfd8c8e0f174b0149a6601,fakecry,False,False
1145,5c95235ec024343fb89d6c206620ff91,netwire,False,True
1146,5cb8d981574da528b5f65aa9b2163eb3,latentbot,False,True
1147,5cc42c3d67099d361c1c37750ae5ff04,killdisk,False,False
1148,5cc7fd0fdedc5d6b6a30f38078ea5de9,foudre,False,False
1149,5cd4aecb962528166ad1a0b72f675c44,servhelper,False,False
1150,5cddfb7c3a58b7cd6d16b6959812e36a,trat,False,False
1151,5ce6fdb483809b63f58eb0fc6c6d2b1e,andromeda,True,True
1152,5ce9568ae27d686811890aa8e8e738da,attor,False,False
1153,5d0dbadf8ef50fb6c18ac4b0ea1b5562,virdetdoor,False,False
1154,5d40e86b09e6fe1dedbc87457a086d95,plugx,False,False
1155,5d4a799cc742aff3326083b958e71542,pipemon,False,False
1156,5d7339e420e98c5730ac966e3f8099e3,formbook,False,False
1157,5d8b4fae792e009e8be4d3f2cab38de0,artradownloader,True,True
1158,5dac59cf33a1d75215c738be6f59f6ad,xmrig,False,True
1159,5dd7d5899168ac90325b350293c49ee2,locky,True,True
1160,5dec86b6c5cfa94bf97345935725f20f,datper,False,True
1161,5df5d1c051fcde1cbf9c9c8fdb20a888,gandcrab,True,True
1162,5df79164b6d0661277f11691121b1d53,maze,True,True
1163,5e2d07cbd3ef3d5f32027b4501fb3fe6,avzhan,False,False
1164,5e5b867ad32f3eb31197ec038215230d,tyupkin,False,False
1165,5e6764534b3a1e4d3abacc4810b6985d,kronos,False,False
1166,5e6986ebf2ccf69347569c75c054c1a8,skimer,False,True
1167,5e70a5c47c6b59dae7faf0f2d62b28b3,xtunnel,False,True
1168,5e7a0784a9657959b608755bb82d7dce,azorult,True,True
1169,5e864667d91e3867a29df90dbcadb6b2,icerat,False,False
1170,5e93cf87040cf225ab5b5b9f9f0a0d03,sedreco,False,False
1171,5e974179f8ef661a64d8351e6df53104,ratvermin,True,True
1172,5eb269c96d341b424c5cb9076ea0f55d,emotet,True,True
1173,5ef629a94cf7a59aa57f1c030003c6d5,danabot,False,True
1174,5f2d9e553039ed86cb14cadb5b6d5cb4,indigodrop,True,True
1175,5f6cc2d85c69e99d011190a905ed655e,foudre,False,False
1176,5f70d52d2be4d0389eeb1c7e27d5e9bd,sharpstage,False,False
1177,5f73beb23c45006ad952a71fa62c6f9f,babymetal,False,False
1178,5f9fcbdf7ad86583eb2bbcaa5741d88a,egregor,True,True
1179,5fb3f028542a2e61313d64d8e8f87c01,artradownloader,True,True
1180,5fb9cb00f19eafbf578af693767a8754,mokes,False,False
1181,5fc6f24d43bc7ca45a81d159291955d1,smokeloader,True,True
1182,5fcac1ade24f83564d464219cd8ac453,qbot,True,True
1183,5fd1628fc1b7ec8ce0033e8d8faef786,clop,True,True
1184,5fd2db03fffa15744274e61479cc7ce1,samsa,True,True
1185,5fd5b8ae1ae41a620a32f4ce96638ab9,latentbot,False,True
1186,5fe922a21b3c7e7fc4b432a88903e350,sobaken,True,True
1187,5feae6cb9915c6378c4bb68740557d0a,ratvermin,True,True
1188,5ff5b17ace64b40c837efb60eaa4149c,dreambot,True,True
1189,6037a0b197a1ad809c9dac8c4fae0833,zegost,True,True
1190,604621b349824b314cd28ed1aeb7064a,itranslator,False,False
1191,607a7401962eaf78b93676c9f5ca6a26,downdelph,False,True
1192,60903c080f710f8435a728e27655e180,azorult,True,True
1193,6094b727fb386d8767e554d5d0896fce,icedid,True,True
1194,60bd4480035e82393636b0fb60d351ba,trickbot,True,True
1195,60c3232b90c773ed9c4990da7cc3bbdb,latentbot,False,True
1196,60cb4161245a11a1c0109888ee711f79,ursnif,True,True
1197,60d0e0e8d242bd783a1c5e6d1dd6f1c0,cryptowall,False,True
1198,60e1089b8a0b4d02981d305ddf60953c,icedid,True,True
1199,61149a6122d41c77a8e7117ade38c65a,netwire,False,True
1200,6159c094a663a171efd531b23a46716d,seduploader,True,True
1201,616199072a11d95373b3c38626ad4c93,cobint,False,False
1202,61882f31b54396520289031218135737,ursnif,True,True
